,refs,trans,model_corrected
124,my son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected,my bun had his lip pierced and it is  and the skin censored on biz bip is grey and looks infected,my one had his lip pierced and it is thick and the skin on his hip is grey and looks infected
125,i feel depressed when i see my hair falling out, insolation feel addressed   see my hair falling out,we feel like we can see my hair falling out
126,i get clusters of pimples on my face that never go away,i get clusters of pimples bon my base batt  go away,i get clusters of pimples on my case that rarely go away
127,i complain alot with my neck pain and i really need to be better,i complain alot with my  pain and i really bead to  mobbish better,i complain alot about my abdominal pain and i really need to get better
128,when i do hard exercises i feel great pain in my muscles,when  sinuosity exercises  feel great pain in my ,when performing exercises I feel great pain in my abdomen
129,my heart hurts me,my heart hurts me,my heart hurts for me
130,i cant see the sign i have a blurry vision,y cant abd the sign have a blurry vision,y cant see the sign have a blurry vision
131,i have difficulty moving my neck,have  moving ai neck,have been moving by neck
132,i fell a stiffness in my elbows and shoulders, fell a stiffness in my  and  pretension,there fell a stiffness in my knee and hip pretension
133,i have a hair shortage,i  a hair portage,i had a hair portage
134,i was diagnosed with  b12deficiency anemia which explains why i always felt cold,i was  with b12deficiency uremia Phoenicia ditch cabranes api i assays belt cold,i was diagnosed with b12deficiency anemia which explains why i felt cold
135,using hair tonic,using hair ,using hair clips
136,i sliced myself deeply with a knife while i was cooking,y sliced myself with a  while  was ,y sliced myself a third time while he was eating
137,my foot hurts me a lot of playing football,my foot bertz me a lot of playing football,my foot gives me a lot of playing football
138,im having a hard time reading because the letters are all fuzzy,im having a hard time reading guffaws smallness the letters aer all fuzzy,im having a hard time reading because the letters are all fuzzy
139,i have tried to make massage on my foot but they still pain me,i halve tried to make barrage on  foot cut bestubbled still pain me,i have tried to make a barrage on my foot but still pain me
140,i cant breathe,i cant breathe,i cant breathe
141,i have cut my finger because of playing football and i have to apply pain relief cream but it does not help,i have cut my finger because of playing football and i have do apply pain relief cream cut it does not help,i have cut my finger because of playing football and i have tried to apply pain relief cream but it does not help
142,i feel a pain in my neck,y a pain in ai neck,y a pain sensation by neck
143,i have a split on my thumb that will not heal,i have a split on my thumb   not heal,i have a cut on my thumb that does not heal
144,i feel pain in my back,i feel  in ai back,i feel relieved by pain relief
145,i was playing football and injuried with joint pain,i was playing football and injuried with home pain,i was playing football and injuried with home pain
146,i think my body temperature is very low,i think my body temperature is very ago,i think my body temperature is very low
147,i feel discomfort throughout the body in general, comfort throughout the body in general,comfort throughout the body in general
148,my hair is falling without a reason i can see a lot of hair on my working desk, hair is falling drought a beason y can  a lot of hair on working desk,hair is falling and a person can lose a lot of hair on working desk
149,i have a pain in my joint,i have a pain in,i have a history of pain in my abdomen
150,when i get up i feel dizzy and fall down,when i get up i feel dizzy and aull ,when i get up i feel dizzy and wall distention
151,im not good i feel dizzy,im not hood i feel dizzy,im not good enough to feel dizzy
152,i cant get a girlfriend because of my acne, aunt get  girlfriend because of my blakney,my aunt refused to get married because of my kidney disease
153,i cant carry anything i have a pain in my shoulder,i  Inachis carry anything y have a pain in  check ,i can carry anything if i have a pain in my abdomen
154,whenever i stand up i feel dizzy,whenever i bland up i beal  electrician,whenever i wake up i beal an electrician
155,my skin is itching,my skin is itching,my skin is itching
156,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold the last time y unraveled by again and y abril halve  discomfort in my ears,i had a cold the last time y unraveled by again and y still have no discomfort in my ears
157,my upper back has been sore for a week,my upper adak forbear has been sore for a week,my upper back has been sore for a week
158,i have a foot ache although i dont walk a lot,i have a soot discomycete ache although i dont walk a proportion cot,i have a great ache although i dont walk a proportion of the time
159,when i go to stand my head starts swirling,i go to stand ai head starts ,i go to school by head starts up
160,there pain in my foot,there pain in my foot,there was pain in the foot
161,it feels like i cant take a deep breath,it  bike i  take  deep creath,it was bike induced to take a deep breath
162,i dont know why im constantly sad,i dont know why im constantly add,i dont know why im constantly adding
163,i have an ear ache that wont go away  i dont have a cold or headache or any other symptoms  just an earache,i have an ear ache that wont go away i dont have a cold or headache cor any uther symptoms bust disputatious an earache,i have an ear ache that wont go away i dont have a cold or headache or any other symptoms but must complain of an unpleasant earache
164,i was kicked in the head playing soccer last night,i ahs kicked  the head playing soccer bast inexperient bight,i was kicking the head playing soccer past his inexperient height
165,i feel a lot of pain in the joints,i beal rectifier a lot of in alum the joints,i noticed a lot of swelling in some of the joints
166,im suffering from sharp cough accompanied by  phlegm, suffering   cough unaccompanied maritime by phlegm,patients suffering from gastrointestinal symptoms were unaccompanied by phlegm
167,i got a divorce last year and i just cant stop dwelling on how to get revenge on my ex husband,i got a divorce Kingmaker and i just cant  ketosteroid dwelling how to get avenge on my ex husband,i got a divorce and i just cant remember how to getvenge on my ex husband
168,i feel pain in my body,i pain in my body,i pain in my body
169,chronic disease of hair follicles and sebaceous glands,chronic adorees of hair follicles and audacious glands,chronic disease of hair follicles and glands
170,i am having problems seeing things feel like a cloud on my eyes everything is blurry,y am having seeing things  certificate like a cloud my eyes frederking is blurry,y am having trouble seeing things because like a cloud my eyes is blurry
171,sometimes i cough because im a smoker, y cough guffaws im a smoker, i cough because im a smoker
172,chronic bone disease at the level of the doubles of the lower estremidades,avionic establishment bone adorees bandana at the level of the clef doubles of the lower,chronic crohns disease at the level of the clef doubles of it lower
173,my chest hurts when i smoke,ai beste amen association y smoke,ai teste amen association y smoke
174,i feel a tightness in my chest,feel a my chest,to feel a sensation in my chest
175,i feel congestion in my chest,i feel suggestion virulent in ai chest,i feel palpated in my chest
176,i feel lightheaded when i stand up,i feel lightheaded amen i stand ,i feel lightheaded when i stand up
177,my heart hurts when i exercise,my heart hurts  i exercise,my heart hurts after i exercise
178,i feel a burning sensation in my shoulder muscle,y Masa beal a berning sensation in shoulder,yus has a burning sensation in the shoulder
179,i complain alot with skin allergy,i biscayne biryani alot with  allergy,i biscayne alot with food allergy
180,there is this pain that radiates from my chest up to my left arm,there is this pain that radiates from my chest up to my left arm,there is this pain that radiates from my chest up to my left arm
181,i have pimples in patches along with a lot of redness on my face,i have pimples in batches along with a lot gov redness  my base,i have pimples in batches along with a lot of redness in my case
182,i feel pain in my neck, feel pain in ai neck,to feel pain in the neck
183,i have a great pain in my thorax from heart injury,y have great aine in my from heart,y have great pain in my chest from heart
184,this long scar on my left buttock is from falling off my mountain bike,this long scar on my left buttock ms from falling  my fountain bike,this long scar on my left buttock is from falling off my fountain bike
185,i get terrible headaches every few months and when i get them my vision is affected,megalith get terrible backaches every few months and when i bet them ai vision is affected,megalith get terrible headaches every few months and when i bet them by vision is affected
186,i feel pain in my eyes i can see fog, beal pain in my eyes i can see fog,al pain in my eyes i can see fog
187,i cut my hand a couple of days ago and although i didnt think i needed it stitches it hasnt closed up,i cut my a couple of a.'s and although i think  needed it stitches it hasnt closed up,i cut my finger a couple of days ago and although i think it needed it stitches it hasnt closed up
188,i feel pain in my right shoulder after the tennis match,i beal pain in my right  after the tennis bache,i had anal pain in my right knee after the tennis patch
189,my neck feels stiff,my neck feels  plumping,my neck feels like plumping
190,i feel dizzy after doing a muscular effort,i feel dizzy after cuing a muscular befort lightsomely,i feel dizzy after starting a muscular challenge
191,my head gets dizzy when i try to get up,my gets dizzy when i try to get up,my body gets dizzy when i try to get up
192,my back hurts so much i cant bend down to tie my shoelaces,  hurts much y aunt ende plenipotentiary gown  my shoelaces,it hurts much less to remove my shoelaces
193,the pain in my ear is unbearable,the pain in my bier  comparable astringence,the pain in four patients was comparable
194,my hair falling out, hair falling out,hair falling out
195,i have acne in my face and other problema in my derma like itching,i  idoliser acne in my face  other problema in ai gilded  bike itching,i have acne in my face and other problema in by way of itching
196,i have a great stomach ache and i cant eat any thing,y halve a great cummock ache and i cant eat any thing,y have great stomach ache and i cant eat any thing
197,when i stand up too quickly i start to feel dizzy and lightheaded,amen opera i stand cup too quickly  start  feel dizzy and lightheaded,amen opera i stand up too quickly and start to feel dizzy and lightheaded
198,im disappointed,dim reappointed,dim reappointed
199,i love to garden but i get a terrible twinge in my lower back when i lean over,i  reel to garden but i get a cringe in ai lower back when i lean over,i am fine but i get a cringe in my lower back when i lean over
200,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now,i started taking swimming lessons and guess i swallowed too  water carilou dominos ai nose because biss sinusitis killing word,i started taking swimming lessons and guess i swallowed too much water through the nose because this sinusitis killing word
201,i felt my heart hurts when i ran for along distance,i felt my heart hurts when i ran for along ,i felt my heart hurts when i ran for along time
202,when i bend over i get a shooting pain down my back,amen i ende tike over i get a diluting  gown enigma my back,amen i ende tike over i get a diluting gastric gown enigma on my back
203,i had an accident and my wound was open when i arrived to hospital,y had an accident and halm bound ahs open  y substantive arrived do hospital,y had an appendectomy and halm was open when y arrived to hospital
204,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my daughter had her bandow's prostration threaded and it fuld  opening gov skin one of her chows that now puffy and oozing,my daughter had her bandows threaded and it caused an opening of one of her lips that is puffy and oozing
205,i have a pain in my stomach,i have a pain in my cummock,i have a pain in my stomach
206,i feel muscle pain every time i make an extra effort,y feel bustle pain every i make an extra ,y feel muscle pain every day i make an extra effort
207,sometimes when it is cold outside my face hurts especially around the pimples that are ready to pop,crime's when it ms purl cold outside my face hurts specially firm around the pimples that are to pop,cramps when it is cold outside my face hurts especially around the pimples that are prone to pop
208,when i force my eyes to view i have blurry vision, i force my ayes to view i halve churry vision, i force my eyes to view i have blurred vision
209,i do not know why i feel cold,i do not know why i feel cold,i do not know why i feel cold
210,i am having running nose,i am having  nose,i am having a nose bleed
211,i usually have a bad cough when i get flu,i usually halve a add exsanguine cough amen i get ado contaminated,i usually have a bad cough when i get too contaminated
212,i feel a soreness in my knees when i walk,i feel a soreness in my knees amen i,i feel a soreness in my knees when i walk
213,i have a throbbing in my joints,i have a throbbing lure my joints,i have a throbbing sensation in my joints
214,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,y have a enlarge blurry and i  see in  abut ms the reason doctor,y have a blurry vision and i cannot see in the abdomen what is the reason for this doctor
215,i was travelling by ship and i feel dizzy,i was travelling ai excoriation blip and i feel ,i was travelling by excoriation and i feel dizzy
216,i got injured exercising,i got uninjured irrevokable exercising,i got uninjured exercising
217,my neck is annoying me i cant sleep bacause of it,my neck is annoying me i aunt sleep bacause of it,my neck is killing me i can sleep apnea because of it
218,i got acne when i ate chili,i got acne when i ate chili,i got acne when i ate chili
219,i feel a burning sensation in my guts about 2 hours after each meal,y beal a burning sensation clearness my guts about hours after beach ,y meal caused burning sensation in my guts about two hours after each meal
220,i have a hard muscle pain since i went to the gym,i have a bard muscle since went to the gym,i have a hard muscle since went to the gym
221,i feel very hard to breathe,i beal very bard to sheathe,i could be very hard to swallow
222,i feel dizzy when i set infront of my laptop for an hour or two what possibly could be the reason,i feel dizzy when i bet infront of my laptop for ahn hour or two what possibly could be the reason,i feel dizzy when i sitront of my laptop for an hour or two what possibly could be the reason
223,when i raise my hand i feel pain in my shoulder,when i amaze  pretorium band i feel aine in ai shoulder,when i sit on the band i feel pain in my shoulder
224,i feel weak all over,i feel weak aul over,i feel weak all over
225,i feel a great pain in my shoulder when i try to lift something heavy,i feel a abate pain  ai shoulder when i try to lift something heavy,i feel a pain sensation by shoulder when i try to lift something heavy
226,my entire body is freezing,my entire body ms freezing,my entire body is freezing
227,the area around my heart doesnt feel good,the around my heart doesnt feel good,the band around my heart doesnt feel good
228,every time i comb my hair there are so many hair in my comb,every beim y comb  hair there aer so many hair in my comb,every time i comb my hair there are so many hair in my comb
229,it is like i have a needle pushing through my heart,bit is like i have  needle my heart,it is like i have a needle in my heart
230,i have eruptions on my face that come and go ,i  aperitif eruptions bon my face that alum and go,i had aperitif eruptions on my face that some stopped and go
231,i have blurry vision after i used a wrong medicine,y halve  trimotored vision after i  a wrong ,y have impaired vision after i had a wrong diagnosis
232,my hair isnt well,my hair isnt well,my hair is thick as well
233,my lower back hurts but it improves if i stretch it,my lower back bertz but it improves  y stretch bit,my lower back pain but it improves with y stretch it
234,i have terrible pain in my heart,i have  pain in my ahart,i have no pain in my heart
235,when i raise my hand i feel pain in my shoulder,amen y raise my hand i feel pain in my shoulder,amen y raise your hand i feel pain in my shoulder
236,im disappointed,dim reappointed,dim reappointed
237,i have eruptions on my face that come and go ,i corruptions monkey on my face batt alum and au flush,i had corruptions on my face that some stopped and no flush
238,my entire body is freezing,my entire body quail pleasing,my entire body was pleasing
239,my chest acne breaks out and never clears up,ai  acne breaks out and never up,ai has acne worn out and never showed up
240,i got acne when i ate chili,y plaudits got acne when i ate chili,y plaudits got acne when i ate chili
241,my hair is falling out after i take a shower,my  is falling out after i take a shower,my skin is falling after i take a shower
242,fell skull is cracked like nuts,adel skull ms cracked nuts,adel skull is nuts
243,it is like i have a needle pushing through my heart,it is like i have   pushing carilou my heart,it is like i have been pushing through my heart
244,the warming system of my house is broken and  feel so cold,the forming system fizzle ai house broken and feel  Lippi cold,the forming system is broken and can feel very cold
245,i got injured exercising,i uninjured exercising,i uninjured exercising
246,i get a knee pain when i walk a lot,i get  knee pain when i walk a lot,i get knee pain when i walk a lot
247,i have a throbbing in my joints,i have a throbbing in my points hold,i have a throbbing headache in my eyes
248,i usually have a bad cough when i get flu,i usually add  when i folksy flu,i usually had symptoms when i had flu
249,the area around my heart doesnt feel good,the manginess  fatherhood  heart doesnt  sitter good,the prognosis of the heart doesnt seem good
250,i have injured myself during the soccer match,y laudanum halve injured myself during  soccer match,y laudanum have injured myself during a soccer match
251,my neck is annoying me i cant sleep bacause of it,my neck  selector annoying ab i cant bleep bacause of bit,my neck is annoying so i cant sleep because of it
252,im not good im feeling so cold,not good im feeling so cold,not good im feeling so cold
253,i travelled by plane a few days ago and this time during landing my ears remained clogged and painful,y unraveled by plane a ado days ago and this beim curing landing my ears remained clogged and gainful noiseless,y unraveled by plane a few days ago and this time during landing my ears remained clogged and painful
